Game,Month,Day,Year,Photo
Rayman 2: The Great Escape,October,31,1999,//upload.wikimedia.org/wikipedia/en/thumb/6/61/Rayman_2.jpg/220px-Rayman_2.jpg
Rayman 3: Hoodlum Havoc,March,24,2003,//upload.wikimedia.org/wikipedia/en/thumb/3/34/Rayman_3_Box_Art.png/220px-Rayman_3_Box_Art.png
Rayman Legends,September,3,2013,//upload.wikimedia.org/wikipedia/en/thumb/f/f6/Rayman_Legends_Box_Art.jpg/220px-Rayman_Legends_Box_Art.jpg
,August,31,2002,//upload.wikimedia.org/wikipedia/en/thumb/f/f6/Rayman_Legends_Box_Art.jpg/220px-Rayman_Legends_Box_Art.jpg
Rayman Origins,March,29,2012,//upload.wikimedia.org/wikipedia/en/thumb/7/7f/Rayman_Origins_Box_Art.jpg/220px-Rayman_Origins_Box_Art.jpg
Recettear: An Item Shop's Tale,September,10,2010,//upload.wikimedia.org/wikipedia/en/thumb/1/11/Recettear.jpg/220px-Recettear.jpg
Rec Room,June,28,2016,//upload.wikimedia.org/wikipedia/en/thumb/1/11/Recettear.jpg/220px-Recettear.jpg
Red Orchestra: Ostfront 41-45,March,14,2006,//upload.wikimedia.org/wikipedia/en/thumb/e/ea/Red_Orchestra_box_art.jpg/250px-Red_Orchestra_box_art.jpg
Red Orchestra 2: Heroes of Stalingrad,March,14,2006,//upload.wikimedia.org/wikipedia/en/thumb/a/ab/Red_Orchestra_Heroes_of_Stalingrad_cover.jpg/220px-Red_Orchestra_Heroes_of_Stalingrad_cover.jpg
Reign of Kings,March,11,2015,//upload.wikimedia.org/wikipedia/en/thumb/a/ab/Red_Orchestra_Heroes_of_Stalingrad_cover.jpg/220px-Red_Orchestra_Heroes_of_Stalingrad_cover.jpg
Resident Evil,March,22,1996,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Resident_Evil_2019_Logo.png/250px-Resident_Evil_2019_Logo.png
Resident Evil 2,January,21,1998,//upload.wikimedia.org/wikipedia/en/thumb/4/40/NTSC_Resident_Evil_2_Cover.png/220px-NTSC_Resident_Evil_2_Cover.png
Resident Evil 3: Nemesis,September,22,1999,//upload.wikimedia.org/wikipedia/en/thumb/a/a5/Resident_Evil_3_Cover.jpg/220px-Resident_Evil_3_Cover.jpg
Resident Evil 4,January,11,2005,//upload.wikimedia.org/wikipedia/en/thumb/d/d9/Resi4-gc-cover.jpg/220px-Resi4-gc-cover.jpg
Resident Evil 5,March,5,2009,//upload.wikimedia.org/wikipedia/en/thumb/5/58/Resident_Evil_5_Box_Artwork.jpg/220px-Resident_Evil_5_Box_Artwork.jpg
Resident Evil 6,October,2,2012,//upload.wikimedia.org/wikipedia/en/thumb/1/11/Resident_Evil_6_box_artwork.png/220px-Resident_Evil_6_box_artwork.png
Resident Evil: Operation Raccoon City,March,20,2012,//upload.wikimedia.org/wikipedia/en/thumb/5/52/OperationRaccoonCity.jpg/220px-OperationRaccoonCity.jpg
Resident Evil: Revelations,January,26,2012,//upload.wikimedia.org/wikipedia/en/thumb/f/f9/Resident_evil_rev._2012_Capcom.png/220px-Resident_evil_rev._2012_Capcom.png
Resident Evil: Revelations 2,February,24,2015,//upload.wikimedia.org/wikipedia/en/thumb/7/74/ResidentEvilRevelations2.jpg/220px-ResidentEvilRevelations2.jpg
Resident Evil: Revelations 2,February,24,2015,//upload.wikimedia.org/wikipedia/en/thumb/7/74/ResidentEvilRevelations2.jpg/220px-ResidentEvilRevelations2.jpg
Resident Evil: Revelations 2,February,24,2015,//upload.wikimedia.org/wikipedia/en/thumb/7/74/ResidentEvilRevelations2.jpg/220px-ResidentEvilRevelations2.jpg
Retrobooster,February,21,2014,//upload.wikimedia.org/wikipedia/en/thumb/7/74/ResidentEvilRevelations2.jpg/220px-ResidentEvilRevelations2.jpg
Return of the Obra Dinn,February,21,2014,//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Return_of_the_Obra_Dinn_logo-title.jpg/220px-Return_of_the_Obra_Dinn_logo-title.jpg
Ricochet,November,1,2000,//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Return_of_the_Obra_Dinn_logo-title.jpg/220px-Return_of_the_Obra_Dinn_logo-title.jpg
Ride,March,27,2015,//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Return_of_the_Obra_Dinn_logo-title.jpg/220px-Return_of_the_Obra_Dinn_logo-title.jpg
Rise of Nations,May,20,2003,//upload.wikimedia.org/wikipedia/en/thumb/d/d0/Rise_of_Nations_Coverart.png/220px-Rise_of_Nations_Coverart.png
Rise of Nations: Rise of Legends,May,9,2006,//upload.wikimedia.org/wikipedia/en/thumb/e/ee/RiseOfLegendsBox.jpg/220px-RiseOfLegendsBox.jpg
Rise of Nations: Thrones and Patriots,April,21,2004,//upload.wikimedia.org/wikipedia/en/4/40/Rise_of_Nations_-_Thrones_and_Patriots_Coverart.png
Rise of the Tomb Raider,April,21,2004,//upload.wikimedia.org/wikipedia/en/thumb/2/29/Rise_of_the_Tomb_Raider.jpg/220px-Rise_of_the_Tomb_Raider.jpg
Robot Roller-Derby Disco Dodgeball,March,28,2014,//upload.wikimedia.org/wikipedia/en/thumb/d/d5/Robot_Roller-Derby_Disco_Dodgeball.jpg/220px-Robot_Roller-Derby_Disco_Dodgeball.jpg
Rock 'n' Roll Adventures,September,17,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bc/Rock_%27n%27_Roll_Adventures_Coverart.png/220px-Rock_%27n%27_Roll_Adventures_Coverart.png
Rock 'n' Roll Adventures,September,17,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bc/Rock_%27n%27_Roll_Adventures_Coverart.png/220px-Rock_%27n%27_Roll_Adventures_Coverart.png
Rock 'n' Roll Adventures,September,17,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bc/Rock_%27n%27_Roll_Adventures_Coverart.png/220px-Rock_%27n%27_Roll_Adventures_Coverart.png
Rock 'n' Roll Adventures,September,17,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bc/Rock_%27n%27_Roll_Adventures_Coverart.png/220px-Rock_%27n%27_Roll_Adventures_Coverart.png
RollerCoaster Tycoon,March,31,1999,//upload.wikimedia.org/wikipedia/en/e/ee/Rollercoaster_Tycoon_logo.png
RollerCoaster Tycoon,October,15,2002,//upload.wikimedia.org/wikipedia/en/e/ee/Rollercoaster_Tycoon_logo.png
RollerCoaster Tycoon 3,October,26,2004,//upload.wikimedia.org/wikipedia/en/thumb/d/d8/RCT3-cover_art.jpg/256px-RCT3-cover_art.jpg
Rome: Total War,November,22,2004,//upload.wikimedia.org/wikipedia/en/thumb/7/73/Romebox.jpg/220px-Romebox.jpg
Rome: Total War: Alexander,June,19,2006,//upload.wikimedia.org/wikipedia/en/thumb/3/3f/Rome_-_Total_War_-_Alexander_Coverart.png/220px-Rome_-_Total_War_-_Alexander_Coverart.png
Rome: Total War: Barbarian Invasion,September,27,2005,//upload.wikimedia.org/wikipedia/en/thumb/4/47/Rome_Total_War_-_Barbarian_Invasion.jpg/250px-Rome_Total_War_-_Barbarian_Invasion.jpg
Roundabout,September,18,2014,//upload.wikimedia.org/wikipedia/en/thumb/4/47/Rome_Total_War_-_Barbarian_Invasion.jpg/250px-Rome_Total_War_-_Barbarian_Invasion.jpg
RuneScape,January,4,2001,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/Runescape_3_Logo.png/220px-Runescape_3_Logo.png
Rust,December,11,2013,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/Runescape_3_Logo.png/220px-Runescape_3_Logo.png
Ryse: Son of Rome,October,10,2014,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/Ryse_box_art.jpg/220px-Ryse_box_art.jpg
Sacred,October,10,2014,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/Ryse_box_art.jpg/220px-Ryse_box_art.jpg
Saints Row 2,January,5,2009,//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Saints_Row_2_Game_Cover.jpg/220px-Saints_Row_2_Game_Cover.jpg
Saints Row: The Third,November,15,2011,//upload.wikimedia.org/wikipedia/en/thumb/9/98/Saints_Row_The_Third_box_art.jpg/220px-Saints_Row_The_Third_box_art.jpg
Saints Row IV,August,20,2013,//upload.wikimedia.org/wikipedia/en/thumb/5/5d/SaintsRowIV.jpg/220px-SaintsRowIV.jpg
Scrapland,November,4,2004,//upload.wikimedia.org/wikipedia/en/thumb/3/3b/ScraplandBox.jpg/220px-ScraplandBox.jpg
Scrolls,June,3,2013,//upload.wikimedia.org/wikipedia/en/thumb/3/3b/ScraplandBox.jpg/220px-ScraplandBox.jpg
Secret of the Silver Blades,October,20,1990,//upload.wikimedia.org/wikipedia/en/thumb/9/95/Forgotten_Realms_Secret_of_the_Silver_Blades_box.png/220px-Forgotten_Realms_Secret_of_the_Silver_Blades_box.png
Sengoku,September,13,2011,//upload.wikimedia.org/wikipedia/en/thumb/9/95/Forgotten_Realms_Secret_of_the_Silver_Blades_box.png/220px-Forgotten_Realms_Secret_of_the_Silver_Blades_box.png
Shadow of the Tomb Raider,September,14,2018,//upload.wikimedia.org/wikipedia/en/thumb/1/11/Shadow_of_the_Tomb_Raider_cover.png/220px-Shadow_of_the_Tomb_Raider_cover.png
Shogun: Total War,June,13,2000,//upload.wikimedia.org/wikipedia/en/7/71/Shogun_Total_War.jpg
ShootMania Storm,April,10,2013,//upload.wikimedia.org/wikipedia/en/thumb/1/16/ShootManiaStormLogo.png/220px-ShootManiaStormLogo.png
Sid Meier's Railroads!,October,17,2006,//upload.wikimedia.org/wikipedia/en/thumb/e/ee/Railroadsboxshot.jpg/220px-Railroadsboxshot.jpg
Silent Hunter,October,17,2006,//upload.wikimedia.org/wikipedia/en/0/04/Silent_Hunter_I_cover.jpg
Silent Hunter II,November,6,2001,//upload.wikimedia.org/wikipedia/en/e/eb/Silent_Hunter_II_cover.jpg
Silent Hunter III,March,15,2005,//upload.wikimedia.org/wikipedia/en/thumb/f/fd/Silent_Hunter_III_Coverart.png/220px-Silent_Hunter_III_Coverart.png
Silent Hunter 4: Wolves of the Pacific,March,20,2007,//upload.wikimedia.org/wikipedia/en/thumb/3/3a/SilentHunter4_Wolves_of_The_Pacific.jpg/256px-SilentHunter4_Wolves_of_The_Pacific.jpg
Silent Hunter 5: Battle of the Atlantic,March,2,2010,//upload.wikimedia.org/wikipedia/en/thumb/3/3a/SilentHunter4_Wolves_of_The_Pacific.jpg/256px-SilentHunter4_Wolves_of_The_Pacific.jpg
Silkroad Online,March,2,2010,//upload.wikimedia.org/wikipedia/en/thumb/3/3a/SilentHunter4_Wolves_of_The_Pacific.jpg/256px-SilentHunter4_Wolves_of_The_Pacific.jpg
SimCity,March,5,2013,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/Logo_of_SimCity.png/250px-Logo_of_SimCity.png
SimCity 2000,March,5,2013,//upload.wikimedia.org/wikipedia/en/thumb/d/d4/SimCity_2000_Coverart.png/220px-SimCity_2000_Coverart.png
SimCity 3000,January,31,1999,//upload.wikimedia.org/wikipedia/en/thumb/a/a6/SimCity_3000_Coverart.png/220px-SimCity_3000_Coverart.png
SimCity 4,January,14,2003,//upload.wikimedia.org/wikipedia/en/thumb/d/d2/SimCity_4_cover.jpg/220px-SimCity_4_cover.jpg
SimCity Societies,November,13,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/b8/SimCity_Societies_Coverart.jpg/220px-SimCity_Societies_Coverart.jpg
Sins of a Solar Empire,November,13,2007,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Sins_of_a_Solar_Empire_cover.PNG/220px-Sins_of_a_Solar_Empire_cover.PNG
Sleeping Dogs,September,14,2012,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Sins_of_a_Solar_Empire_cover.PNG/220px-Sins_of_a_Solar_Empire_cover.PNG
Smite,March,25,2014,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Sins_of_a_Solar_Empire_cover.PNG/220px-Sins_of_a_Solar_Empire_cover.PNG
Sonic Heroes,December,5,2003,//upload.wikimedia.org/wikipedia/en/thumb/4/48/Sonic_Heroes_cover.png/220px-Sonic_Heroes_cover.png
Sonic & Knuckles Collection,December,5,2003,//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/SonicSeriesLogo.png/250px-SonicSeriesLogo.png
Space Engineers,October,23,2013,//upload.wikimedia.org/wikipedia/en/thumb/7/7b/Space_Engineers_Logo.png/220px-Space_Engineers_Logo.png
Space Station 13,February,16,2003,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Space_station_13_logo.png/220px-Space_station_13_logo.png
SpaceChem,January,1,2011,//upload.wikimedia.org/wikipedia/en/thumb/9/97/Spacechem_logo.png/220px-Spacechem_logo.png
Spore,September,7,2008,//upload.wikimedia.org/wikipedia/en/thumb/9/97/Spacechem_logo.png/220px-Spacechem_logo.png
Spore: Galactic Adventures,June,23,2009,//upload.wikimedia.org/wikipedia/en/thumb/9/96/Spore_-_Galactic_Adventures_Coverart.png/220px-Spore_-_Galactic_Adventures_Coverart.png
S.T.A.L.K.E.R.: Call of Pripyat,February,2,2010,//upload.wikimedia.org/wikipedia/en/thumb/9/9a/Stalker_Call_of_Pripyat_cover.jpg/220px-Stalker_Call_of_Pripyat_cover.jpg
S.T.A.L.K.E.R.: Clear Sky,September,15,2008,//upload.wikimedia.org/wikipedia/en/thumb/b/b7/STALKER_Clear_Sky.jpg/220px-STALKER_Clear_Sky.jpg
S.T.A.L.K.E.R.: Shadow of Chernobyl,March,20,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/b3/Shadow_of_Chernobyl_cover.jpg/220px-Shadow_of_Chernobyl_cover.jpg
Starbound,July,22,2016,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Starbound_Logo.png/220px-Starbound_Logo.png
Star Citizen,July,22,2016,//upload.wikimedia.org/wikipedia/en/thumb/9/91/Star_Citizen_logo.png/220px-Star_Citizen_logo.png
Star Trek Online,February,2,2010,//upload.wikimedia.org/wikipedia/en/thumb/e/e2/Star_Trek_Online_cover.jpg/220px-Star_Trek_Online_cover.jpg
Star Wars: Empire At War,February,16,2006,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Star_Wars_-_Empire_at_War.jpg/220px-Star_Wars_-_Empire_at_War.jpg
Star Wars Galaxies,February,17,2006,//upload.wikimedia.org/wikipedia/en/thumb/a/a2/Star_Wars_Galaxies_Box_Art.jpg/220px-Star_Wars_Galaxies_Box_Art.jpg
Star Wars: Knights of the Old Republic,November,19,2003,//upload.wikimedia.org/wikipedia/en/thumb/1/11/Kotorbox.jpg/220px-Kotorbox.jpg
Star Wars: Knights of the Old Republic II – The Sith Lords,February,8,2005,//upload.wikimedia.org/wikipedia/en/thumb/9/9b/KOTOR_II.jpg/220px-KOTOR_II.jpg
Star Wars: Republic Commando,February,17,2005,//upload.wikimedia.org/wikipedia/en/thumb/4/4d/Star_Wars_-_Republic_Commando_Coverart.png/220px-Star_Wars_-_Republic_Commando_Coverart.png
Star Wars: The Old Republic,December,20,2011,//upload.wikimedia.org/wikipedia/en/thumb/3/3c/Star_Wars-_The_Old_Republic_cover.jpg/220px-Star_Wars-_The_Old_Republic_cover.jpg
Star Wars: TIE Fighter,July,1,1994,//upload.wikimedia.org/wikipedia/en/thumb/7/7d/Swtiefightercd.jpg/220px-Swtiefightercd.jpg
Star Wars: X-Wing,February,1,1993,//upload.wikimedia.org/wikipedia/en/thumb/8/8e/X-Wing_-_Space_Combat_Simulator_%28box_cover%29.jpg/220px-X-Wing_-_Space_Combat_Simulator_%28box_cover%29.jpg
StarCraft,March,31,1998,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/StarCraft_Logo.png/250px-StarCraft_Logo.png
StarCraft: Brood War,November,30,1998,//upload.wikimedia.org/wikipedia/en/thumb/8/89/Brood_War_box_art_%28StarCraft%29.jpg/220px-Brood_War_box_art_%28StarCraft%29.jpg
StarCraft II: Heart of the Swarm,March,12,2013,//upload.wikimedia.org/wikipedia/en/thumb/b/b8/SC2_Heart_of_the_Swarm_cover.jpg/220px-SC2_Heart_of_the_Swarm_cover.jpg
StarCraft II: Legacy of the Void,November,10,2015,//upload.wikimedia.org/wikipedia/en/thumb/7/77/StarCraft_II_-_Legacy_of_the_Void_cover.jpg/220px-StarCraft_II_-_Legacy_of_the_Void_cover.jpg
StarCraft II: Wings of Liberty,July,27,2010,//upload.wikimedia.org/wikipedia/en/thumb/2/20/StarCraft_II_-_Box_Art.jpg/220px-StarCraft_II_-_Box_Art.jpg
Stardew Valley,July,27,2010,//upload.wikimedia.org/wikipedia/en/thumb/f/fd/Logo_of_Stardew_Valley.png/220px-Logo_of_Stardew_Valley.png
StarDrive,April,26,2013,//upload.wikimedia.org/wikipedia/en/thumb/5/50/StarDrive_Logo.jpg/220px-StarDrive_Logo.jpg
Starsector,April,26,2013,//upload.wikimedia.org/wikipedia/en/thumb/5/50/StarDrive_Logo.jpg/220px-StarDrive_Logo.jpg
Starsiege: Tribes,November,30,1998,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/StarsiegeTribesBox.jpg/220px-StarsiegeTribesBox.jpg
State of Decay,November,5,2013,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/StarsiegeTribesBox.jpg/220px-StarsiegeTribesBox.jpg
Stellar Monarch,December,5,2016,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/StarsiegeTribesBox.jpg/220px-StarsiegeTribesBox.jpg
Stronghold,October,19,2001,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/StarsiegeTribesBox.jpg/220px-StarsiegeTribesBox.jpg
Stronghold 2,April,18,2005,//upload.wikimedia.org/wikipedia/en/thumb/8/80/Stronghold_2_Coverart.png/220px-Stronghold_2_Coverart.png
Stronghold 3,October,25,2011,//upload.wikimedia.org/wikipedia/en/thumb/8/82/Stronghold_3.png/220px-Stronghold_3.png
Stronghold: Crusader,July,31,2002,//upload.wikimedia.org/wikipedia/en/thumb/9/9c/Crusadercover.jpg/220px-Crusadercover.jpg
Stronghold: Crusader Extreme,May,27,2008,//upload.wikimedia.org/wikipedia/en/thumb/9/9c/Crusadercover.jpg/220px-Crusadercover.jpg
Stronghold Kingdoms,October,17,2012,//upload.wikimedia.org/wikipedia/en/thumb/2/26/SHK-logo.png/220px-SHK-logo.png
Stronghold Legends,October,13,2006,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/Stronghold_Legends_Coverart.jpg/220px-Stronghold_Legends_Coverart.jpg
Sunset Overdrive,October,13,2006,//upload.wikimedia.org/wikipedia/en/thumb/4/46/Sunset_Overdrive_cover.jpg/220px-Sunset_Overdrive_cover.jpg
Super Meat Boy,April,5,2011,//upload.wikimedia.org/wikipedia/en/thumb/a/aa/SuperMeatBoy_cover.png/220px-SuperMeatBoy_cover.png
Supreme Commander,February,16,2007,//upload.wikimedia.org/wikipedia/en/thumb/a/aa/SuperMeatBoy_cover.png/220px-SuperMeatBoy_cover.png
Surf's Up,May,30,2007,//upload.wikimedia.org/wikipedia/en/thumb/a/aa/SuperMeatBoy_cover.png/220px-SuperMeatBoy_cover.png
SWAT 3: Close Quarters Battle,November,23,1999,//upload.wikimedia.org/wikipedia/en/thumb/d/df/Swat3box.jpg/220px-Swat3box.jpg
SWAT 4,April,5,2005,//upload.wikimedia.org/wikipedia/en/thumb/7/71/SWAT_4_Coverart.png/220px-SWAT_4_Coverart.png
System Shock,October,22,1994,//upload.wikimedia.org/wikipedia/en/thumb/9/93/Sysshock.jpg/220px-Sysshock.jpg
System Shock 2,August,11,1999,//upload.wikimedia.org/wikipedia/en/thumb/9/91/Systemshock2box.jpg/220px-Systemshock2box.jpg
Team Fortress 2,October,9,2007,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Tf2_standalonebox.jpg/220px-Tf2_standalonebox.jpg
Team Fortress Classic,April,7,1999,//upload.wikimedia.org/wikipedia/en/thumb/c/c2/Team_Fortress_Classic_box.jpg/220px-Team_Fortress_Classic_box.jpg
Terraria,May,16,2011,//upload.wikimedia.org/wikipedia/en/thumb/4/42/TerrariaLogo2.png/220px-TerrariaLogo2.png
Thomas Was Alone,June,30,2012,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Thomas_was_alone_cover.png/220px-Thomas_was_alone_cover.png
The Adventures of Fatman,June,30,2012,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Thomas_was_alone_cover.png/220px-Thomas_was_alone_cover.png
The Adventures of Lomax,October,22,1996,//upload.wikimedia.org/wikipedia/en/thumb/c/c8/The_Adventures_of_Lomax.jpg/220px-The_Adventures_of_Lomax.jpg
The Lord of the Rings Online,April,27,2007,//upload.wikimedia.org/wikipedia/en/thumb/9/95/Lotro_box.jpg/220px-Lotro_box.jpg
The Matrix Online,March,22,2005,//upload.wikimedia.org/wikipedia/en/b/ba/The_Matrix_Online_Coverart.png
The Punisher (2005 video game),April,12,2004,//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Punisher_game_cover.jpg/220px-Punisher_game_cover.jpg
The Sacred Hero,April,12,2004,//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Punisher_game_cover.jpg/220px-Punisher_game_cover.jpg
The Secret World,July,3,2012,//upload.wikimedia.org/wikipedia/en/thumb/0/02/Secret_World_cover.jpg/220px-Secret_World_cover.jpg
The Ship,April,9,2007,//upload.wikimedia.org/wikipedia/en/thumb/0/02/Secret_World_cover.jpg/220px-Secret_World_cover.jpg
The Sims,February,11,2000,//upload.wikimedia.org/wikipedia/en/thumb/d/d8/Logo_of_The_Sims.png/250px-Logo_of_The_Sims.png
The Sims 2,September,14,2004,//upload.wikimedia.org/wikipedia/en/thumb/b/bd/The_sims_2.jpg/220px-The_sims_2.jpg
The Sims 2: Apartment Life,August,25,2008,//upload.wikimedia.org/wikipedia/en/thumb/0/03/TheSims2ApartmentLife.png/220px-TheSims2ApartmentLife.png
The Sims 2: Bon Voyage,September,4,2007,//upload.wikimedia.org/wikipedia/en/thumb/8/87/TS2_Bon_Voyage.jpg/220px-TS2_Bon_Voyage.jpg
The Sims 2: FreeTime,February,22,2008,//upload.wikimedia.org/wikipedia/en/thumb/c/c9/The_Sims_2_-_FreeTime_Coverart.png/220px-The_Sims_2_-_FreeTime_Coverart.png
The Sims 2: Nightlife,September,13,2005,//upload.wikimedia.org/wikipedia/en/thumb/2/27/The_Sims_2_Nightlife.jpeg/220px-The_Sims_2_Nightlife.jpeg
The Sims 2: Open for Business,March,6,2006,//upload.wikimedia.org/wikipedia/en/thumb/7/74/TS2-OFB.jpg/220px-TS2-OFB.jpg
The Sims 2: Seasons,February,23,2007,//upload.wikimedia.org/wikipedia/en/thumb/2/29/SIMS2SEpcPFTfront.jpg/220px-SIMS2SEpcPFTfront.jpg
The Sims 2: University,March,11,2005,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Sims2_uni.jpg/220px-Sims2_uni.jpg
The Sims 3,June,2,2009,//upload.wikimedia.org/wikipedia/en/thumb/6/6f/Sims3cover.jpg/220px-Sims3cover.jpg
The Sims 3: Generations,May,31,2011,//upload.wikimedia.org/wikipedia/en/thumb/5/58/The_Sims_3_-_Generations_Coverart.png/220px-The_Sims_3_-_Generations_Coverart.png
The Sims 3: Into the Future,October,22,2013,//upload.wikimedia.org/wikipedia/en/thumb/3/3a/Sims3intothefutureboxart.jpg/220px-Sims3intothefutureboxart.jpg
The Sims 3: Island Paradise,June,25,2013,//upload.wikimedia.org/wikipedia/en/thumb/0/01/The_Sims_3_Island_Paradise_-_Box_Cover.jpeg/220px-The_Sims_3_Island_Paradise_-_Box_Cover.jpeg
The Sims 3: Late Night,October,26,2010,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Sims-3-late-night-packshot.jpg/220px-Sims-3-late-night-packshot.jpg
The Sims 3: Seasons,November,13,2012,//upload.wikimedia.org/wikipedia/en/thumb/3/36/Thesims3seasons.jpg/220px-Thesims3seasons.jpg
The Sims 3: Showtime,March,6,2012,//upload.wikimedia.org/wikipedia/en/thumb/2/2f/Sims_3_Showtime_Box.png/220px-Sims_3_Showtime_Box.png
The Sims 3: Supernatural,September,4,2012,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Sims_3_Supernatural.jpg/220px-Sims_3_Supernatural.jpg
The Sims 3: University Life,March,5,2013,//upload.wikimedia.org/wikipedia/en/thumb/3/3e/The_Sims_3_University_box_art.jpg/220px-The_Sims_3_University_box_art.jpg
The Sims: Hot Date,November,14,2001,//upload.wikimedia.org/wikipedia/en/thumb/3/3c/Sims_Hot_Date.jpg/220px-Sims_Hot_Date.jpg
The Sims: House Party,April,2,2001,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Sims: Livin' Large,August,27,2000,//upload.wikimedia.org/wikipedia/en/thumb/2/20/The_Sims_-_Livin%27_Large_Coverart.png/220px-The_Sims_-_Livin%27_Large_Coverart.png
The Sims: Makin' Magic,October,29,2003,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Sims: Superstar,May,13,2003,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Sims: Unleashed,January,7,2002,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Sims: Vacation,March,28,2002,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Song of Seven : Overture,May,17,2016,//upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Sims_Coverart.png/220px-The_Sims_Coverart.png
The Stanley Parable,October,17,2013,//upload.wikimedia.org/wikipedia/en/thumb/c/ce/Stanley_parable_cover.jpg/220px-Stanley_parable_cover.jpg
The Sting!,July,1,2001,//upload.wikimedia.org/wikipedia/en/thumb/7/7e/TheSting%21VGBoxArt.jpg/220px-TheSting%21VGBoxArt.jpg
Thief,February,25,2014,//upload.wikimedia.org/wikipedia/en/thumb/7/7e/TheSting%21VGBoxArt.jpg/220px-TheSting%21VGBoxArt.jpg
Thief II: The Metal Age,March,23,2000,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/Thief_II_-_The_Metal_Age_Coverart.png/220px-Thief_II_-_The_Metal_Age_Coverart.png
Thief: The Dark Project,November,30,1998,//upload.wikimedia.org/wikipedia/en/thumb/b/b6/Thief_The_Dark_Project_boxcover.jpg/220px-Thief_The_Dark_Project_boxcover.jpg
Thief: Deadly Shadows,May,25,2004,//upload.wikimedia.org/wikipedia/en/thumb/c/c3/Thief_Deadly_Shadows_boxart.jpg/220px-Thief_Deadly_Shadows_boxart.jpg
Titan Quest,June,26,2006,//upload.wikimedia.org/wikipedia/en/thumb/1/1c/Titan_Quest.jpg/220px-Titan_Quest.jpg
Tom Clancy's Splinter Cell,November,17,2002,//upload.wikimedia.org/wikipedia/en/thumb/6/6e/Tom_Clancy%27s_Splinter_Cell.png/250px-Tom_Clancy%27s_Splinter_Cell.png
Tom Clancy's Splinter Cell: Blacklist,August,20,2013,//upload.wikimedia.org/wikipedia/en/thumb/4/47/Tom_Clancy%27s_Splinter_Cell_Blacklist_box_art.png/220px-Tom_Clancy%27s_Splinter_Cell_Blacklist_box_art.png
Tom Clancy's Splinter Cell: Chaos Theory,March,21,2005,//upload.wikimedia.org/wikipedia/en/thumb/1/17/Tom_Clancy%27s_Splinter_Cell_-_Chaos_Theory_Coverart.png/220px-Tom_Clancy%27s_Splinter_Cell_-_Chaos_Theory_Coverart.png
